"ID","Typ","Nazwa","Element nadrzędny","Cena","Nazwa atrybutu 1","Wartości atrybutu 1","Nazwa atrybutu 2","Wartości atrybutu 2","Nazwa atrybutu 3","Wartości atrybutu 3","Nazwa atrybutu 4","Wartości atrybutu 4","Nazwa atrybutu 5","Wartości atrybutu 5","Nazwa atrybutu 6","Wartości atrybutu 6"
"","variation","Baner odblaskowy","id:1017","819.709","Wymiar","200x100 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","3"
"","variation","Baner odblaskowy","id:1017","1041.71","Wymiar","200x100 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","4"
"","variation","Baner odblaskowy","id:1017","1263.72","Wymiar","200x100 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","5"
"","variation","Baner odblaskowy","id:1017","2373.74","Wymiar","200x100 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","10"
"","variation","Baner odblaskowy","id:1017","3483.76","Wymiar","200x100 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","15"
"","variation","Baner odblaskowy","id:1017","4593.78","Wymiar","200x100 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","20"
"","variation","Baner odblaskowy","id:1017","5703.81","Wymiar","200x100 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","25"
"","variation","Baner odblaskowy","id:1017","6813.83","Wymiar","200x100 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","30"
"","variation","Baner odblaskowy","id:1017","7923.85","Wymiar","200x100 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","35"
"","variation","Baner odblaskowy","id:1017","9033.87","Wymiar","200x100 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","40"
"","variation","Baner odblaskowy","id:1017","10143.9","Wymiar","200x100 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","45"
"","variation","Baner odblaskowy","id:1017","11254","Wymiar","200x100 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","50"
"","variation","Baner odblaskowy","id:1017","375.7","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","1"
"","variation","Baner odblaskowy","id:1017","700.168","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","2"
"","variation","Baner odblaskowy","id:1017","1024.64","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","3"
"","variation","Baner odblaskowy","id:1017","1349.1","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","4"
"","variation","Baner odblaskowy","id:1017","1673.57","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","5"
"","variation","Baner odblaskowy","id:1017","3295.91","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","10"
"","variation","Baner odblaskowy","id:1017","4918.25","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","15"
"","variation","Baner odblaskowy","id:1017","6540.59","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","20"
"","variation","Baner odblaskowy","id:1017","8162.93","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","25"
"","variation","Baner odblaskowy","id:1017","9785.27","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","30"
"","variation","Baner odblaskowy","id:1017","11407.6","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","35"
"","variation","Baner odblaskowy","id:1017","13029.9","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","40"
"","variation","Baner odblaskowy","id:1017","14652.3","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","45"
"","variation","Baner odblaskowy","id:1017","16274.6","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","50"
"","variation","Baner odblaskowy","id:1017","478.163","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","1"
"","variation","Baner odblaskowy","id:1017","802.631","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","2"
"","variation","Baner odblaskowy","id:1017","1127.1","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","3"
"","variation","Baner odblaskowy","id:1017","1451.57","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","4"
"","variation","Baner odblaskowy","id:1017","1776.04","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","5"
"","variation","Baner odblaskowy","id:1017","3398.38","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","10"
"","variation","Baner odblaskowy","id:1017","5020.71","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","15"
"","variation","Baner odblaskowy","id:1017","6643.05","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","20"
"","variation","Baner odblaskowy","id:1017","8265.4","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","25"
"","variation","Baner odblaskowy","id:1017","9887.73","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","30"
"","variation","Baner odblaskowy","id:1017","11510.1","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","35"
"","variation","Baner odblaskowy","id:1017","13132.5","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","40"
"","variation","Baner odblaskowy","id:1017","14754.8","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","45"
"","variation","Baner odblaskowy","id:1017","16377.1","Wymiar","300x100cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","50"
"","variation","Baner odblaskowy","id:1017","478.163","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","1"
"","variation","Baner odblaskowy","id:1017","905.095","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","2"
"","variation","Baner odblaskowy","id:1017","1332.03","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","3"
"","variation","Baner odblaskowy","id:1017","1758.96","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","4"
"","variation","Baner odblaskowy","id:1017","2185.89","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","5"
"","variation","Baner odblaskowy","id:1017","4320.55","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","10"
"","variation","Baner odblaskowy","id:1017","6455.21","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","15"
"","variation","Baner odblaskowy","id:1017","8589.86","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","20"
"","variation","Baner odblaskowy","id:1017","10724.5","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","25"
"","variation","Baner odblaskowy","id:1017","12859.2","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","30"
"","variation","Baner odblaskowy","id:1017","14993.8","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","35"
"","variation","Baner odblaskowy","id:1017","17128.5","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","40"
"","variation","Baner odblaskowy","id:1017","19263.1","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","45"
"","variation","Baner odblaskowy","id:1017","21397.8","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","50"
"","variation","Baner odblaskowy","id:1017","580.627","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","1"
"","variation","Baner odblaskowy","id:1017","1007.56","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","2"
"","variation","Baner odblaskowy","id:1017","1434.49","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","3"
"","variation","Baner odblaskowy","id:1017","1861.42","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","4"
"","variation","Baner odblaskowy","id:1017","2288.35","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","5"
"","variation","Baner odblaskowy","id:1017","4423.01","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","10"
"","variation","Baner odblaskowy","id:1017","6557.67","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","15"
"","variation","Baner odblaskowy","id:1017","8692.33","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","20"
"","variation","Baner odblaskowy","id:1017","10827","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","25"
"","variation","Baner odblaskowy","id:1017","12961.7","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","30"
"","variation","Baner odblaskowy","id:1017","15096.3","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","35"
"","variation","Baner odblaskowy","id:1017","17231","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","40"
"","variation","Baner odblaskowy","id:1017","19365.7","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","45"
"","variation","Baner odblaskowy","id:1017","21500.3","Wymiar","300x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","50"
"","variation","Baner odblaskowy","id:1017","341.545","Wymiar","200x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","1"
"","variation","Baner odblaskowy","id:1017","631.859","Wymiar","200x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","2"
"","variation","Baner odblaskowy","id:1017","922.172","Wymiar","200x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","3"
"","variation","Baner odblaskowy","id:1017","1212.49","Wymiar","200x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","4"
"","variation","Baner odblaskowy","id:1017","1502.8","Wymiar","200x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","5"
"","variation","Baner odblaskowy","id:1017","2954.37","Wymiar","200x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","10"
"","variation","Baner odblaskowy","id:1017","4405.93","Wymiar","200x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","15"
"","variation","Baner odblaskowy","id:1017","5857.5","Wymiar","200x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","20"
"","variation","Baner odblaskowy","id:1017","7309.07","Wymiar","200x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","25"
"","variation","Baner odblaskowy","id:1017","8760.64","Wymiar","200x150 cm","Podłoże","Baner odblaskowy 550g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","30"
