"ID","Typ","Nazwa","Element nadrzędny","Cena","Nazwa atrybutu 1","Wartości atrybutu 1","Nazwa atrybutu 2","Wartości atrybutu 2","Nazwa atrybutu 3","Wartości atrybutu 3","Nazwa atrybutu 4","Wartości atrybutu 4","Nazwa atrybutu 5","Wartości atrybutu 5","Nazwa atrybutu 6","Wartości atrybutu 6"
"","variation","Baner","id:1016","4244.4","Wymiar","200x100 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","30"
"","variation","Baner","id:1016","4946.4","Wymiar","200x100 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","35"
"","variation","Baner","id:1016","5648.4","Wymiar","200x100 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","40"
"","variation","Baner","id:1016","6350.4","Wymiar","200x100 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","45"
"","variation","Baner","id:1016","7052.4","Wymiar","200x100 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","50"
"","variation","Baner","id:1016","237.6","Wymiar","200x100 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","1"
"","variation","Baner","id:1016","378","Wymiar","200x100 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","2"
"","variation","Baner","id:1016","518.4","Wymiar","200x100 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","3"
"","variation","Baner","id:1016","658.8","Wymiar","200x100 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","4"
"","variation","Baner","id:1016","799.2","Wymiar","200x100 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","5"
"","variation","Baner","id:1016","1501.2","Wymiar","200x100 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","10"
"","variation","Baner","id:1016","2203.2","Wymiar","200x100 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","15"
"","variation","Baner","id:1016","2905.2","Wymiar","200x100 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","20"
"","variation","Baner","id:1016","3607.2","Wymiar","200x100 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","25"
"","variation","Baner","id:1016","4309.2","Wymiar","200x100 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","30"
"","variation","Baner","id:1016","5011.2","Wymiar","200x100 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","35"
"","variation","Baner","id:1016","5713.2","Wymiar","200x100 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","40"
"","variation","Baner","id:1016","6415.2","Wymiar","200x100 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","45"
"","variation","Baner","id:1016","7117.2","Wymiar","200x100 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","50"
"","variation","Baner","id:1016","237.6","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","1"
"","variation","Baner","id:1016","442.8","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","2"
"","variation","Baner","id:1016","648","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","3"
"","variation","Baner","id:1016","853.2","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","4"
"","variation","Baner","id:1016","1058.4","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","5"
"","variation","Baner","id:1016","2084.4","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","10"
"","variation","Baner","id:1016","3110.4","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","15"
"","variation","Baner","id:1016","4136.4","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","20"
"","variation","Baner","id:1016","5162.4","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","25"
"","variation","Baner","id:1016","6188.4","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","30"
"","variation","Baner","id:1016","7214.4","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","35"
"","variation","Baner","id:1016","8240.4","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","40"
"","variation","Baner","id:1016","9266.4","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","45"
"","variation","Baner","id:1016","10292.4","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","50"
"","variation","Baner","id:1016","302.4","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","1"
"","variation","Baner","id:1016","507.6","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","2"
"","variation","Baner","id:1016","712.8","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","3"
"","variation","Baner","id:1016","918","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","4"
"","variation","Baner","id:1016","1123.2","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","5"
"","variation","Baner","id:1016","2149.2","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","10"
"","variation","Baner","id:1016","3175.2","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","15"
"","variation","Baner","id:1016","4201.2","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","20"
"","variation","Baner","id:1016","5227.2","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","25"
"","variation","Baner","id:1016","6253.2","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","30"
"","variation","Baner","id:1016","7279.2","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","35"
"","variation","Baner","id:1016","8305.2","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","40"
"","variation","Baner","id:1016","9331.2","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","45"
"","variation","Baner","id:1016","10357.2","Wymiar","300x100cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","50"
"","variation","Baner","id:1016","302.4","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","1"
"","variation","Baner","id:1016","572.4","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","2"
"","variation","Baner","id:1016","842.4","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","3"
"","variation","Baner","id:1016","1112.4","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","4"
"","variation","Baner","id:1016","1382.4","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","5"
"","variation","Baner","id:1016","2732.4","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","10"
"","variation","Baner","id:1016","4082.4","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","15"
"","variation","Baner","id:1016","5432.4","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","20"
"","variation","Baner","id:1016","6782.4","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","25"
"","variation","Baner","id:1016","8132.4","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","30"
"","variation","Baner","id:1016","9482.4","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","35"
"","variation","Baner","id:1016","10832.4","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","40"
"","variation","Baner","id:1016","12182.4","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","45"
"","variation","Baner","id:1016","13532.4","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","50"
"","variation","Baner","id:1016","367.2","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","1"
"","variation","Baner","id:1016","637.2","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","2"
"","variation","Baner","id:1016","907.2","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","3"
"","variation","Baner","id:1016","1177.2","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","4"
"","variation","Baner","id:1016","1447.2","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","5"
"","variation","Baner","id:1016","2797.2","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","10"
"","variation","Baner","id:1016","4147.2","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","15"
"","variation","Baner","id:1016","5497.2","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","20"
"","variation","Baner","id:1016","6847.2","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","25"
"","variation","Baner","id:1016","8197.2","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","30"
"","variation","Baner","id:1016","9547.2","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","35"
"","variation","Baner","id:1016","10897.2","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","40"
"","variation","Baner","id:1016","12247.2","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","45"
"","variation","Baner","id:1016","13597.2","Wymiar","300x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","50"
"","variation","Baner","id:1016","378","Wymiar","400x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","1"
"","variation","Baner","id:1016","723.6","Wymiar","400x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","2"
"","variation","Baner","id:1016","1069.2","Wymiar","400x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","3"
"","variation","Baner","id:1016","1414.8","Wymiar","400x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","4"
"","variation","Baner","id:1016","1760.4","Wymiar","400x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","5"
"","variation","Baner","id:1016","3488.4","Wymiar","400x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","10"
"","variation","Baner","id:1016","5216.4","Wymiar","400x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","15"
"","variation","Baner","id:1016","6944.4","Wymiar","400x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","20"
"","variation","Baner","id:1016","8672.4","Wymiar","400x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","25"
"","variation","Baner","id:1016","10400.4","Wymiar","400x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","30"
"","variation","Baner","id:1016","12128.4","Wymiar","400x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","35"
"","variation","Baner","id:1016","13856.4","Wymiar","400x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","40"
"","variation","Baner","id:1016","15584.4","Wymiar","400x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","45"
"","variation","Baner","id:1016","17312.4","Wymiar","400x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","mam spełniający normy drukarni","Ilość","50"
"","variation","Baner","id:1016","442.8","Wymiar","400x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","1"
"","variation","Baner","id:1016","788.4","Wymiar","400x150 cm","Podłoże","Baner powlekany 460g","Rodzaj druku","Jednostronny","Wykończenie","wzmacnianie krawędzi i oczkowanie co 50 cm","Projekt graficzny","zlecam wykonanie profesjonalnego projektu (jednostronny)","Ilość","2"
